"","MSSubClass","MSZoning","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","TotalBsmtSF","HeatingQC","CentralAir","GrLivArea","KitchenQual","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageArea","GarageQual","GarageCond","PavedDrive","Fence","SaleType","SaleCondition","SalePrice","BeenRemod","EraBuilt","Pool","TotBathrooms","TotPorch"
"234","20","RL","NoAlley","Reg","Lvl","Corner","Gtl","CollgCr","Norm","1Fam","1Story","5","6",1976,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","Gd","Av","LwQ",182,"ALQ",894,"TA","Y",894,"TA","Typ",0,"No","Attchd","Unf",308,"TA","TA","Y","MnPrv","WD","Normal",11.7613468234687,"FALSE","1970s","FALSE",2,365
"235","60","RL","NoAlley","Reg","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story","6","5",2002,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",625,"Unf",860,"Ex","Y",1960,"Gd","Typ",2,"TA","BuiltIn","Fin",440,"TA","TA","Y","None","WD","Normal",12.2853458264247,"FALSE","2000s","FALSE",3.5,336
"236","160","RM","NoAlley","Reg","Lvl","Inside","Gtl","BrDale","Norm","TwnhsE","2Story","6","3",1971,"Gable","HdBoard","HdBoard","BrkFace",604,"TA","TA","CBlock","TA","TA","No","ALQ",358,"Unf",483,"TA","Y",987,"TA","Typ",0,"No","Detchd","Unf",264,"TA","TA","Y","None","WD","Normal",11.4019939042629,"FALSE","1970s","FALSE",1.5,0
"237","20","RL","NoAlley","Reg","Lvl","FR2","Gtl","CollgCr","Norm","1Fam","1Story","7","5",2004,"Gable","VinylSd","VinylSd","BrkFace",98,"Gd","TA","PConc","Gd","TA","Av","GLQ",24,"Unf",1414,"Ex","Y",1414,"Gd","Typ",0,"No","Attchd","RFn",494,"TA","TA","Y","None","WD","Normal",12.1308101610296,"FALSE","2000s","FALSE",2,237
"238","60","RL","NoAlley","IR1","Lvl","CulDSac","Gtl","SawyerW","RRNe","1Fam","2Story","7","7",2003,"Gable","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","No","BLQ",402,"Unf",996,"Ex","Y",1744,"Gd","Typ",0,"No","Attchd","RFn",457,"TA","TA","Y","None","WD","Normal",12.1781874420406,"TRUE","1990s","FALSE",2.5,678
"239","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story","8","5",2007,"Hip","VinylSd","VinylSd","BrkFace",254,"Ex","TA","PConc","Ex","TA","No","Unf",0,"Unf",1694,"Ex","Y",1694,"Gd","Typ",0,"No","Attchd","Fin",818,"TA","TA","Y","None","New","Partial",12.6698066617623,"FALSE","2000s","FALSE",2,396
"240","50","RL","NoAlley","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1.5Fin","6","4",1950,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","Fa","No","LwQ",94,"Unf",735,"TA","Y",1487,"TA","Typ",1,"Gd","Detchd","Unf",220,"TA","TA","Y","MnPrv","WD","Normal",11.6351430976945,"TRUE","1940s","FALSE",1.5,140
"241","20","FV","NoAlley","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story","8","5",2008,"Gable","VinylSd","VinylSd","Stone",36,"Gd","TA","PConc","Gd","TA","Av","GLQ",1078,"Unf",1566,"Ex","Y",1566,"Gd","Typ",0,"No","Attchd","RFn",750,"TA","TA","Y","None","WD","Normal",12.4780063610138,"FALSE","2000s","FALSE",3,312
"242","30","RM","NoAlley","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story","5","9",1997,"Gable","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",329,"Unf",686,"Gd","Y",866,"Gd","Typ",0,"No","NoGarage","NoGarage",0,"NoGarage","NoGarage","Y","None","WD","Normal",11.6127707999399,"TRUE","1940s","FALSE",1,100
"243","50","RM","NoAlley","Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","1.5Fin","5","4",1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",540,"Gd","N",1440,"TA","Typ",0,"No","Attchd","Unf",352,"Fa","TA","Y","None","WD","Normal",11.2772031314492,"TRUE","1900s","FALSE",1,77
"244","160","RL","NoAlley","Reg","Lvl","Corner","Gtl","SawyerW","Norm","TwnhsE","2Story","6","6",1980,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",626,"TA","Y",1217,"TA","Typ",1,"TA","Attchd","RFn",288,"TA","TA","Y","None","WD","Normal",11.6952470217642,"FALSE","1980s","FALSE",1.5,28
"245","60","RL","NoAlley","IR1","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","2Story","7","5",2002,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",695,"Unf",948,"Ex","Y",2110,"Gd","Typ",2,"Fa","Attchd","RFn",463,"TA","TA","Y","None","WD","Normal",12.2307652581205,"TRUE","1990s","FALSE",3.5,130
"246","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story","7","5",1988,"Gable","Wd Sdng","Wd Sdng","BrkFace",102,"TA","TA","CBlock","Gd","TA","Av","GLQ",929,"Unf",1845,"Gd","Y",1872,"TA","Typ",1,"TA","Attchd","Fin",604,"TA","TA","Y","None","WD","Normal",12.3946247520748,"FALSE","1980s","FALSE",2.5,236
"247","190","RM","Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","2fmCon","2Story","6","8",1950,"Gable","AsbShng","AsbShng","None",0,"TA","Fa","Stone","Fa","TA","No","Unf",0,"Unf",1020,"Gd","N",1928,"Fa","Typ",0,"No","Detchd","Unf",440,"Po","Po","Y","None","WD","Normal",11.8277362048103,"TRUE","1910s","FALSE",2,172
"248","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","6","5",1954,"Hip","Wd Sdng","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",1367,"Ex","Y",1375,"TA","Typ",1,"TA","Attchd","Unf",451,"TA","TA","Y","None","WD","Normal",11.8493977015914,"FALSE","1950s","FALSE",1,30
"249","60","RL","NoAlley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story","7","5",2003,"Gable","VinylSd","VinylSd","BrkFace",101,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",840,"Ex","Y",1668,"Gd","Typ",0,"No","Attchd","RFn",500,"TA","TA","Y","None","WD","Normal",12.1007121298723,"FALSE","2000s","FALSE",2.5,212
"250","50","RL","NoAlley","IR2","Low","CulDSac","Sev","ClearCr","Norm","1Fam","1.5Fin","6","7",2006,"Gable","Wd Sdng","HdBoard","BrkCmn",472,"Gd","TA","CBlock","Gd","TA","Gd","Rec",697,"Unf",1444,"Gd","Y",2144,"Gd","Typ",2,"TA","Attchd","Fin",389,"TA","TA","Y","None","WD","Normal",12.5317727851695,"TRUE","1950s","FALSE",2.5,98
"251","30","RL","NoAlley","IR1","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1Story","3","2",1966,"Gable","Wd Sdng","Plywood","None",0,"TA","Po","CBlock","TA","TA","No","Unf",0,"Unf",728,"Ex","Y",1306,"Fa","Mod",0,"No","NoGarage","NoGarage",0,"NoGarage","NoGarage","Y","GdWo","WD","Normal",11.2450460198146,"TRUE","1940s","FALSE",1,263
"252","120","RM","NoAlley","IR1","HLS","Inside","Mod","Crawfor","Norm","TwnhsE","1Story","8","5",2007,"Hip","VinylSd","VinylSd","Stone",481,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1573,"Unf",1573,"Ex","Y",1625,"Gd","Typ",1,"Gd","Attchd","Fin",538,"TA","TA","Y","None","WD","Family",12.3673407931263,"TRUE","2000s","FALSE",3.5,276
"253","60","RL","NoAlley","IR1","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","2Story","6","5",2004,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",798,"Ex","Y",1640,"Gd","Typ",0,"No","Attchd","RFn",520,"TA","TA","Y","None","WD","Normal",12.0610468734799,"FALSE","2000s","FALSE",2.5,183
"254","80","RL","NoAlley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","SLvl","6","7",1991,"Hip","HdBoard","HdBoard","BrkFace",108,"TA","TA","CBlock","Gd","TA","Gd","LwQ",270,"ALQ",1302,"Ex","Y",1302,"Gd","Min1",0,"No","Attchd","RFn",309,"TA","TA","Y","MnPrv","CWD","Normal",11.9703503120091,"TRUE","1960s","FALSE",2.5,333
"255","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","5","6",1957,"Gable","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",922,"Unf",1314,"TA","Y",1314,"TA","Typ",0,"No","Attchd","RFn",294,"TA","TA","Y","None","WD","Normal",11.8844890214027,"FALSE","1950s","FALSE",2,250
"256","60","RL","NoAlley","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story","7","5",1999,"Gable","VinylSd","VinylSd","BrkFace",302,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",975,"Ex","Y",2291,"Gd","Typ",1,"TA","BuiltIn","Fin",429,"TA","TA","Y","None","WD","Normal",12.3458345879053,"FALSE","1990s","FALSE",2.5,192
"257","60","FV","NoAlley","IR1","Lvl","Inside","Gtl","Somerst","Norm","1Fam","2Story","6","5",2003,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Rec",503,"Unf",864,"Ex","Y",1728,"Gd","Typ",0,"No","Attchd","RFn",673,"TA","TA","Y","None","WD","Normal",12.2428866186529,"FALSE","2000s","FALSE",2.5,272
"258","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story","7","5",2006,"Gable","VinylSd","VinylSd","Stone",180,"Gd","TA","PConc","Gd","TA","No","GLQ",1334,"Unf",1604,"Ex","Y",1604,"Gd","Typ",1,"Gd","Attchd","RFn",660,"TA","TA","Y","None","WD","Abnorml",12.3013828253345,"FALSE","2000s","FALSE",3.5,233
"259","60","RL","NoAlley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story","7","5",2001,"Gable","VinylSd","VinylSd","BrkFace",172,"Gd","TA","PConc","Gd","TA","No","GLQ",361,"Unf",963,"Ex","Y",1792,"Gd","Typ",1,"TA","Attchd","RFn",564,"TA","TA","Y","None","WD","Normal",12.3523351525084,"FALSE","2000s","FALSE",2.5,341
"260","20","RM","NoAlley","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story","5","5",1956,"Gable","BrkFace","BrkFace","None",0,"TA","TA","PConc","No","No","No","No",0,"No",0,"Gd","Y",882,"TA","Typ",0,"No","Detchd","Unf",308,"TA","TA","Y","None","WD","Normal",11.4824662574855,"FALSE","1950s","FALSE",1,45
"261","80","RL","NoAlley","Reg","Lvl","Corner","Gtl","NAmes","Artery","1Fam","SLvl","6","5",1962,"Gable","Wd Sdng","Wd Sdng","BrkFace",399,"TA","TA","CBlock","TA","TA","Gd","Rec",672,"ALQ",1362,"TA","Y",1382,"TA","Typ",1,"TA","Attchd","Unf",884,"TA","TA","Y","GdWo","WD","Normal",12.0782392740203,"FALSE","1960s","FALSE",2,252
"262","60","RL","NoAlley","IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story","8","5",2007,"Gable","CemntBd","CmentBd","Stone",270,"Gd","TA","PConc","Ex","TA","No","Unf",0,"Unf",1482,"Ex","Y",2574,"Ex","Typ",1,"Gd","BuiltIn","Fin",868,"TA","TA","Y","None","New","Partial",12.5281561446993,"FALSE","2000s","FALSE",2.5,148
"263","80","RL","NoAlley","IR1","Lvl","Corner","Gtl","Sawyer","Norm","1Fam","SLvl","6","7",1995,"Gable","HdBoard","Plywood","BrkFace",46,"TA","TA","CBlock","Gd","Gd","Av","ALQ",506,"Unf",506,"TA","Y",1212,"TA","Typ",1,"TA","Attchd","Unf",492,"TA","TA","Y","GdWo","WD","Normal",11.9250351157971,"TRUE","1970s","FALSE",2,304
"264","50","RM","NoAlley","Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","1.5Fin","5","7",2001,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","LwQ",234,"ALQ",926,"TA","Y",1316,"TA","Typ",0,"No","Detchd","Unf",484,"TA","TA","Y","None","WD","Normal",11.7752897294377,"TRUE","1920s","FALSE",2,0
"265","30","RM","Grvl","IR3","Bnk","Inside","Gtl","OldTown","Artery","1Fam","1Story","5","5",2004,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",680,"Gd","N",764,"TA","Typ",0,"No","Detchd","Unf",504,"TA","TA","N","None","WD","Normal",11.1982147201305,"TRUE","1920s","FALSE",1,0
"266","20","RL","NoAlley","IR1","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story","6","6",1981,"Gable","MetalSd","MetalSd","BrkFace",210,"TA","Gd","CBlock","Gd","TA","No","GLQ",588,"LwQ",1422,"TA","Y",1422,"Gd","Typ",1,"TA","Attchd","Fin",576,"TA","TA","Y","GdPrv","WD","Normal",12.0753943218881,"FALSE","1980s","FALSE",2,276
"267","60","RL","NoAlley","IR1","HLS","FR2","Gtl","Gilbert","Norm","1Fam","2Story","6","5",1997,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","GLQ",714,"Unf",802,"Gd","Y",1511,"TA","Typ",1,"TA","Attchd","Fin",413,"TA","TA","Y","None","WD","Normal",12.1281111040605,"FALSE","1990s","FALSE",3.5,170
"268","75","RL","NoAlley","Reg","Bnk","Inside","Mod","SWISU","Norm","1Fam","2.5Fin","5","8",1997,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","LwQ",378,"Unf",720,"Ex","Y",2192,"Gd","Typ",1,"Gd","Detchd","Unf",240,"TA","TA","Y","None","WD","Normal",12.0979304869105,"TRUE","1930s","FALSE",2.5,286
"269","30","RM","NoAlley","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam","1Story","5","6",1955,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",403,"Rec",740,"Ex","Y",778,"TA","Typ",1,"Gd","Detchd","Fin",924,"Ex","Ex","Y","None","WD","Normal",11.6994050319128,"TRUE","1940s","FALSE",1,25
"270","20","RL","NoAlley","IR1","Lvl","Corner","Gtl","Edwards","Norm","1Fam","1Story","6","7",1976,"Hip","HdBoard","HdBoard","BrkFace",174,"TA","Gd","CBlock","TA","Gd","No","BLQ",751,"Unf",1143,"TA","Y",1113,"TA","Typ",1,"Fa","Attchd","RFn",504,"TA","Gd","Y","GdPrv","WD","Normal",11.9049675527463,"FALSE","1970s","FALSE",2.5,400
"271","60","FV","NoAlley","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","2Story","8","5",2006,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",1095,"Gd","Y",1939,"Gd","Typ",1,"Gd","Attchd","RFn",1053,"TA","TA","Y","None","New","Partial",12.4912515877638,"FALSE","2000s","FALSE",2.5,243
"272","20","RL","NoAlley","IR1","Low","CulDSac","Sev","ClearCr","Norm","1Fam","1Story","7","7",2005,"Flat","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Gd","LwQ",226,"GLQ",1385,"Ex","Y",1363,"TA","Mod",2,"TA","Attchd","Unf",439,"TA","TA","Y","None","WD","Normal",12.3946247520748,"TRUE","1950s","FALSE",2,81
"273","60","RL","NoAlley","IR1","Lvl","CulDSac","Gtl","NoRidge","Norm","1Fam","2Story","8","7",2007,"Gable","VinylSd","VinylSd","BrkFace",348,"Gd","TA","PConc","Gd","TA","No","GLQ",524,"Unf",1152,"Ex","Y",2270,"Gd","Typ",1,"Gd","Attchd","Fin",671,"TA","TA","Y","None","WD","Normal",12.5776362019627,"TRUE","1990s","FALSE",2.5,189
"274","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NAmes","Feedr","1Fam","1Story","6","6",1988,"Hip","Wd Sdng","Wd Sdng","BrkCmn",183,"TA","TA","CBlock","TA","TA","No","Rec",620,"LwQ",1240,"Gd","Y",1632,"TA","Min1",1,"Gd","Attchd","RFn",338,"TA","TA","Y","MnPrv","WD","Normal",11.8422292121128,"TRUE","1950s","FALSE",3,289
"275","20","RL","NoAlley","Reg","Lvl","Corner","Gtl","Mitchel","Norm","1Fam","1Story","5","7",1982,"Gable","HdBoard","ImStucc","None",0,"TA","TA","CBlock","TA","TA","Gd","ALQ",546,"Unf",816,"TA","Y",816,"TA","Typ",0,"No","Attchd","Unf",264,"TA","TA","Y","None","WD","Normal",11.7320609948869,"FALSE","1980s","FALSE",1,168
"276","50","RL","NoAlley","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin","7","7",2007,"Gable","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",952,"Gd","N",1548,"Ex","Typ",0,"No","Detchd","Unf",672,"TA","TA","Y","None","WD","Normal",12.2307652581205,"TRUE","1920s","FALSE",2.5,218
"277","20","RL","NoAlley","IR1","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1Story","7","5",2003,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","No","Unf",0,"Unf",1560,"Ex","Y",1560,"Gd","Typ",0,"No","Attchd","Fin",573,"TA","TA","Y","None","WD","Normal",12.2110601870412,"FALSE","2000s","FALSE",2,250
"278","20","RL","NoAlley","Reg","Lvl","Corner","Gtl","Gilbert","Norm","1Fam","1Story","4","5",1951,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",120,"Unf",864,"Ex","Y",864,"TA","Typ",0,"No","Detchd","Unf",400,"TA","TA","Y","None","WD","Normal",11.8565151693603,"FALSE","1950s","FALSE",1,0
"279","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story","9","5",2007,"Gable","CemntBd","CmentBd","BrkFace",315,"Ex","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",2121,"Ex","Y",2121,"Ex","Typ",1,"Ex","Attchd","Fin",732,"TA","TA","Y","None","New","Partial",12.9367516138114,"TRUE","2000s","FALSE",2.5,364
"280","60","RL","NoAlley","Reg","Lvl","Inside","Gtl","ClearCr","Norm","1Fam","2Story","7","5",1977,"Hip","Plywood","Plywood","BrkFace",299,"TA","TA","CBlock","Gd","TA","No","BLQ",392,"Unf",1160,"Ex","Y",2022,"TA","Typ",1,"TA","Attchd","Fin",505,"TA","TA","Y","None","WD","Normal",12.1652506510099,"FALSE","1970s","FALSE",2.5,405
"281","60","RL","NoAlley","Reg","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","2Story","7","6",1989,"Gable","Plywood","Plywood","BrkFace",340,"Gd","TA","CBlock","Gd","TA","Av","GLQ",421,"Unf",807,"Gd","Y",1982,"Gd","Typ",1,"TA","Attchd","Fin",575,"TA","TA","Y","None","WD","Normal",12.3392914893164,"FALSE","1980s","FALSE",2.5,280
"282","20","FV","Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story","6","5",2006,"Gable","VinylSd","VinylSd","Stone",68,"Gd","TA","PConc","Gd","TA","No","GLQ",905,"Unf",1262,"Gd","Y",1262,"Gd","Typ",0,"No","Attchd","Fin",572,"TA","TA","Y","None","New","Partial",12.1281111040605,"FALSE","2000s","FALSE",2,120
"283","120","RL","NoAlley","Reg","Lvl","Inside","Gtl","NridgHt","Norm","Twnhs","1Story","7","5",2008,"Gable","VinylSd","VinylSd","Stone",166,"Gd","TA","PConc","Gd","TA","No","GLQ",904,"Unf",1314,"Ex","Y",1314,"Gd","Typ",1,"Gd","Attchd","RFn",626,"TA","TA","Y","None","ConLw","Normal",12.2428866186529,"TRUE","2000s","FALSE",3,234
"284","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","Somerst","Feedr","1Fam","1Story","8","5",2009,"Gable","VinylSd","VinylSd","Stone",72,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",1468,"Ex","Y",1468,"Gd","Typ",1,"Gd","Attchd","Fin",898,"TA","TA","Y","None","New","Partial",12.4073795022352,"TRUE","2000s","FALSE",2,360
"285","120","RL","NoAlley","Reg","Lvl","Inside","Gtl","SawyerW","Norm","TwnhsE","1Story","6","5",1992,"Gable","Plywood","ImStucc","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",430,"Unf",1575,"Gd","Y",1575,"Gd","Typ",0,"No","Attchd","RFn",529,"TA","TA","Y","None","WD","Normal",12.096257779523,"FALSE","1990s","FALSE",3,52
"286","160","FV","Pave","IR1","Lvl","Inside","Gtl","Somerst","Norm","TwnhsE","2Story","7","5",2007,"Gable","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",625,"Ex","Y",1250,"Gd","Typ",0,"No","Detchd","RFn",528,"TA","TA","Y","None","New","Partial",12.0118809161657,"TRUE","2000s","FALSE",2.5,54
"287","50","RL","NoAlley","IR1","Bnk","Inside","Gtl","NAmes","Norm","1Fam","1.5Fin","6","7",1981,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",600,"Unf",912,"TA","Y",1734,"Gd","Typ",1,"Gd","Attchd","RFn",440,"TA","TA","Y","GdPrv","WD","Normal",11.9766594812024,"TRUE","1960s","FALSE",1.5,128
"288","20","RL","NoAlley","IR1","Lvl","Corner","Gtl","NAmes","Norm","1Fam","1Story","4","4",1971,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",614,"Unf",858,"TA","Y",858,"TA","Typ",0,"No","NoGarage","NoGarage",0,"NoGarage","NoGarage","Y","None","WD","Normal",11.3850920934603,"FALSE","1970s","FALSE",1,0
"289","20","RL","NoAlley","IR1","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story","5","5",1967,"Gable","MetalSd","MetalSd","BrkFace",31,"TA","Gd","CBlock","TA","TA","No","BLQ",450,"Unf",882,"TA","Y",900,"TA","Typ",0,"No","Detchd","Unf",280,"TA","TA","Y","MnPrv","WD","Normal",11.7117763237154,"FALSE","1960s","FALSE",1,0
"290","70","RL","NoAlley","Reg","Lvl","Inside","Gtl","BrkSide","RRAn","1Fam","2Story","6","7",2003,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",698,"Ex","Y",1396,"TA","Typ",0,"No","Detchd","Unf",384,"TA","TA","Y","None","WD","Normal",11.9419443260321,"TRUE","1910s","FALSE",1,259
"291","60","RL","NoAlley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story","8","5",2006,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",1079,"Ex","Y",1919,"Gd","Typ",1,"Gd","Attchd","RFn",685,"Gd","TA","Y","None","New","Partial",12.3597803701244,"FALSE","2000s","FALSE",2.5,51
"292","190","RL","Grvl","Reg","Bnk","Inside","Gtl","SWISU","Norm","2fmCon","2Story","5","6",2000,"Gable","VinylSd","VinylSd","None",0,"TA","Fa","PConc","TA","Fa","No","Rec",210,"Unf",780,"Ex","N",1716,"Fa","Typ",0,"No","NoGarage","NoGarage",0,"NoGarage","NoGarage","N","None","WD","Normal",11.8196746001392,"TRUE","1910s","FALSE",3,184
"293","50","RL","NoAlley","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1.5Fin","5","4",2008,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",292,"Unf",768,"Gd","Y",1716,"TA","Min2",1,"Gd","Attchd","Unf",281,"TA","TA","Y","None","WD","Normal",11.7829526021833,"TRUE","1940s","FALSE",1.5,160
"294","60","RL","NoAlley","IR1","Lvl","Corner","Gtl","NWAmes","PosA","1Fam","2Story","7","7",1994,"Gable","Plywood","Plywood","BrkFace",34,"TA","TA","CBlock","TA","TA","No","ALQ",795,"Unf",795,"Fa","Y",2263,"Gd","Typ",1,"TA","Attchd","Fin",539,"TA","TA","Y","None","WD","Normal",12.3673407931263,"TRUE","1970s","FALSE",3.5,250
"295","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","6","5",1953,"Hip","HdBoard","HdBoard","Stone",238,"TA","TA","CBlock","TA","TA","No","GLQ",1285,"Unf",1416,"TA","Y",1644,"TA","Typ",2,"Gd","Attchd","Fin",418,"TA","TA","Y","None","WD","Normal",12.0257490913989,"FALSE","1950s","FALSE",2,110
"296","80","RL","NoAlley","IR1","Lvl","CulDSac","Gtl","Mitchel","Norm","1Fam","SLvl","6","6",1984,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Av","GLQ",819,"Unf",1003,"TA","Y",1003,"TA","Typ",0,"No","Detchd","Unf",588,"TA","TA","Y","GdPrv","WD","Normal",11.8670972786908,"FALSE","1980s","FALSE",2,120
"297","50","RM","NoAlley","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam","1.5Fin","5","5",1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",420,"Unf",910,"TA","Y",1558,"TA","Typ",0,"No","Attchd","Unf",282,"TA","TA","Y","MnPrv","WD","Normal",11.9316357998284,"FALSE","1950s","FALSE",1.5,289
"298","60","FV","Pave","IR1","Lvl","Inside","Gtl","Somerst","Norm","1Fam","2Story","7","5",1998,"Hip","VinylSd","VinylSd","BrkFace",1600,"Gd","TA","PConc","Gd","TA","No","BLQ",649,"Unf",975,"Ex","Y",1950,"Gd","Typ",1,"TA","Detchd","RFn",576,"TA","TA","Y","None","WD","Normal",12.3842188309136,"TRUE","1990s","FALSE",2.5,208
"299","60","RL","NoAlley","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","2Story","6","6",1968,"Mansard","HdBoard","AsphShn","BrkFace",365,"Gd","TA","CBlock","TA","TA","No","ALQ",384,"Rec",702,"Gd","Y",1743,"TA","Typ",1,"Gd","Attchd","Unf",539,"TA","TA","Y","None","WD","Normal",12.0725412529057,"FALSE","1960s","FALSE",2.5,224
"300","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","Crawfor","Norm","1Fam","1Story","6","8",2004,"Gable","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",1092,"Ex","Y",1152,"Gd","Typ",1,"Gd","Attchd","Unf",300,"TA","TA","Y","GdPrv","WD","Family",11.9735098722995,"TRUE","1950s","FALSE",1.5,36
